JAICHAND LAL DAGA,,,,,,,
Bills Receivable,,,,,,,
Account Group : Morbi Party,On Basis of : Due Date,,,,,,
From 1-4-2017 to 9-9-2025,Bills Status as on : 9-9-2025,,,,,,
Account,Dated,Type,Ref. No.,Ref. Amt.,Due Amt.,Due Date,Due Days
,05-07-2025,SupO,2966,"32,125.00","32,125.00",05-07-2025,66
,,,Total,"39,97,350.00","39,72,534.00",,
,,,,,,,
MEGACITY VITRIFIED LLP,27-03-2025,OpBl,7286,"18,375.00","17,850.00",27-03-2025,166
,02-04-2025,SupO,44,"37,931.00","37,931.00",02-04-2025,160
,03-04-2025,SupO,86,"22,260.00","22,260.00",03-04-2025,159
,03-04-2025,SupO,98,"22,418.00","22,418.00",03-04-2025,159
,03-04-2025,SupO,112,"22,155.00","22,155.00",03-04-2025,159
,04-04-2025,SupO,128,"22,601.00","22,601.00",04-04-2025,158
,04-04-2025,SupO,129,"22,680.00","22,680.00",04-04-2025,158
,07-04-2025,SupO,196,"22,223.00","22,223.00",07-04-2025,155
,11-04-2025,SupO,320,"18,743.00","18,743.00",11-04-2025,151
,13-04-2025,SupO,370,"22,575.00","22,575.00",13-04-2025,149
,18-04-2025,SupO,535,"22,155.00","22,155.00",18-04-2025,144
,20-04-2025,SupO,610,"21,788.00","21,788.00",20-04-2025,142
,21-04-2025,SupO,618,"22,103.00","22,103.00",21-04-2025,141
,22-04-2025,SupO,675,"22,575.00","22,575.00",22-04-2025,140
,23-04-2025,SupO,687,"21,998.00","21,998.00",23-04-2025,139
,24-04-2025,SupO,745,"21,893.00","21,893.00",24-04-2025,138
,25-04-2025,SupO,753,"22,313.00","22,313.00",25-04-2025,137
,25-04-2025,SupO,779,"22,155.00","22,155.00",25-04-2025,137
,26-04-2025,SupO,827,"18,533.00","18,533.00",26-04-2025,136
,27-04-2025,SupO,834,"22,155.00","22,155.00",27-04-2025,135
,28-04-2025,SupO,875,"21,893.00","21,893.00",28-04-2025,134
,29-04-2025,SupO,917,"21,630.00","21,630.00",29-04-2025,133
,01-05-2025,SupO,948,"21,893.00","21,893.00",01-05-2025,131
,02-05-2025,SupO,1012,"21,893.00","21,893.00",02-05-2025,130
,03-05-2025,SupO,1065,"18,638.00","18,638.00",03-05-2025,129
,04-05-2025,SupO,1090,"22,050.00","22,050.00",04-05-2025,128
,05-05-2025,SupO,1109,"22,155.00","22,155.00",05-05-2025,127
,06-05-2025,SupO,1131,"18,218.00","18,218.00",06-05-2025,126
,06-05-2025,SupO,1161,"21,893.00","21,893.00",06-05-2025,126
,07-05-2025,SupO,1170,"22,313.00","22,313.00",07-05-2025,125
,19-05-2025,SupO,1578,"22,155.00","22,155.00",19-05-2025,113
,23-05-2025,SupO,1666,"21,998.00","21,998.00",23-05-2025,109
,23-05-2025,SupO,1670,"22,050.00","22,050.00",23-05-2025,109
,25-05-2025,SupO,1756,"21,735.00","21,735.00",25-05-2025,107
,26-05-2025,SupO,1787,"22,155.00","22,155.00",26-05-2025,106
,27-05-2025,SupO,1795,"21,945.00","21,945.00",27-05-2025,105
,27-05-2025,SupO,1797,"18,664.00","18,664.00",27-05-2025,105
,28-05-2025,SupO,1823,"21,893.00","21,893.00",28-05-2025,104
,30-05-2025,SupO,1893,"21,788.00","21,788.00",30-05-2025,102
,30-05-2025,SupO,1895,"22,313.00","22,313.00",30-05-2025,102
,02-06-2025,SupO,1993,"21,630.00","21,630.00",02-06-2025,99
,11-06-2025,SupO,2268,"21,998.00","21,998.00",11-06-2025,90
,14-06-2025,SupO,2372,"22,575.00","22,575.00",14-06-2025,87
,28-06-2025,SupO,2744,"21,893.00","21,893.00",28-06-2025,73
,05-07-2025,SupO,2991,"22,050.00","22,050.00",05-07-2025,66
,06-07-2025,SupO,3013,"18,113.00","18,113.00",06-07-2025,65
,07-07-2025,SupO,3047,"22,155.00","22,155.00",07-07-2025,64
,08-07-2025,SupO,3088,"22,680.00","22,680.00",08-07-2025,63
,,,Total,"10,51,995.00","10,51,470.00",,
,,,,,,,
META BATHWARE LLP,08-06-2025,SupO,2160,"66,243.00","66,243.00",08-06-2025,93
,18-06-2025,SupO,2469,"66,510.00","66,510.00",18-06-2025,83
,04-07-2025,SupO,2943,"66,243.00","66,243.00",04-07-2025,67
,,,Total,"1,98,996.00","1,98,996.00",,
,,,,,,,
METROCITY TILES PVT. LTD.,14-10-2024,OpBl,3660,"38,603.00","38,603.00",14-10-2024,330
,24-12-2024,OpBl,5319,"35,280.00","35,280.00",24-12-2024,259
,,,Total,"73,883.00","73,883.00",,
,,,,,,,
METROPOLE TILES PRIVATE LIMITED,28-05-2022,OpBl,1005,"3,799.00","3,799.00",28-05-2022,1200
,,,"Org. Amt. 49,955.00",,,,
,28-05-2022,OpBl,1006,"1,00,560.00","1,00,560.00",28-05-2022,1200
,01-06-2022,OpBl,1063,"41,502.00","41,502.00",01-06-2022,1196
,02-06-2022,OpBl,1084,"1,00,060.00","1,00,060.00",02-06-2022,1195
,05-06-2022,OpBl,1145,"41,865.00","41,865.00",05-06-2022,1192
,07-06-2022,OpBl,1179,"80,277.00","80,277.00",07-06-2022,1190
,08-06-2022,OpBl,1214,"49,580.00","49,580.00",08-06-2022,1189
,10-06-2022,OpBl,1254,"70,552.00","70,552.00",10-06-2022,1187
,18-06-2022,OpBl,1420,"84,972.00","84,972.00",18-06-2022,1179
,28-06-2022,OpBl,1659,"38,036.00","38,036.00",28-06-2022,1169
,30-06-2022,OpBl,1686,"79,371.00","79,371.00",30-06-2022,1167
,12-07-2022,OpBl,642356,"1,50,000.00","1,50,000.00",12-07-2022,1155
,29-07-2022,OpBl,2195,"83,614.00","83,614.00",29-07-2022,1138
,02-08-2022,OpBl,2272,"85,044.00","85,044.00",02-08-2022,1134
,16-11-2022,OpBl,3675,"30,005.00","30,005.00",16-11-2022,1028
,,,Total,"10,39,237.00","10,39,237.00",,
,,,,,,,
MILLENNIUM TILES LLP,18-06-2021,OpBl,1204,"31,038.00","31,038.00",18-06-2021,1544
,,,"Org. Amt. 31,255.00",,,,
,,,Total,"31,038.00","31,038.00",,
,,,,,,,
MONOLITH SURFACES LLP,30-06-2025,SupO,2802,"33,075.00","33,075.00",30-06-2025,71
,,,Total,"33,075.00","33,075.00",,
,,,,,,,
NILCORE BATH LLP,18-06-2025,SupO,2464,"62,095.00","62,095.00",18-06-2025,83
,01-07-2025,SupO,2806,"52,369.00","52,369.00",01-07-2025,70
,,,Total,"1,14,464.00","1,14,464.00",,
,,,,,,,
OASIS TILES LLP,01-12-2024,OpBl,4731,"29,380.00","8,967.00",01-12-2024,282
,27-03-2025,OpBl,7261,"29,380.00","29,380.00",27-03-2025,166
,27-03-2025,OpBl,7283,"24,870.00","24,870.00",27-03-2025,166
,28-03-2025,OpBl,7297,"29,802.00","29,802.00",28-03-2025,165
,,,Total,"1,13,432.00","93,019.00",,
,,,,,,,
Oasis Vitrified Pvt Ltd,15-09-2022,OpBl,2710,183,183,15-09-2022,1090
,,,"Org. Amt. 26,945.00",,,,
,15-09-2022,OpBl,2711,"26,625.00","26,625.00",15-09-2022,1090
,25-09-2022,OpBl,2925,"26,817.00","26,817.00",25-09-2022,1080
,01-10-2022,OpBl,3034,"27,504.00","27,504.00",01-10-2022,1074
,13-10-2022,OpBl,3263,"21,877.00","21,877.00",13-10-2022,1062
,14-10-2022,OpBl,3296,"22,776.00","22,776.00",14-10-2022,1061
,15-10-2022,OpBl,3329,"26,496.00","26,496.00",15-10-2022,1060
,15-10-2022,OpBl,3331,"26,817.00","26,817.00",15-10-2022,1060
,,,Total,"1,79,095.00","1,79,095.00",,
,,,,,,,
ORIENT BELL LIMITED (SKD PLANT),21-06-2025,SupO,2561,"35,805.00","24,324.00",21-06-2025,80
,21-06-2025,SupO,2563,"35,805.00","35,805.00",21-06-2025,80
,26-06-2025,SupO,2671,"35,805.00","35,805.00",26-06-2025,75
,01-07-2025,SupO,2816,"35,805.00","35,805.00",01-07-2025,70
,03-07-2025,SupO,2891,"35,805.00","35,805.00",03-07-2025,68
,03-07-2025,SupO,2892,"35,805.00","35,805.00",03-07-2025,68
,04-07-2025,SupO,2940,"35,805.00","35,805.00",04-07-2025,67
,07-07-2025,SupO,3055,"35,805.00","35,805.00",07-07-2025,64
,,,Total,"2,86,440.00","2,74,959.00",,
,,,,,,,
Osho Sanitarywares Pvt Ltd,04-02-2023,OpBl,4830,"28,247.00","28,247.00",04-02-2023,948
,,,"Org. Amt. 49,749.00",,,,
,20-02-2023,OpBl,5088,"50,787.00","50,787.00",20-02-2023,932
,02-03-2023,OpBl,5222,"51,053.00","51,053.00",02-03-2023,922
,,,Total,"1,30,087.00","1,30,087.00",,
,,,,,,,
PANKH7 CERA LLP,17-01-2024,OpBl,DRN/2023-24/10,"17,588.00","17,588.00",17-01-2024,601
,19-02-2024,OpBl,5049,"82,352.00","82,352.00",19-02-2024,568
,31-05-2024,OpBl,1137,"82,352.00","82,352.00",31-05-2024,466
,15-09-2024,OpBl,2947,"64,827.00","64,827.00",15-09-2024,359
,20-12-2024,OpBl,5223,"85,008.00","85,008.00",20-12-2024,263
,07-04-2025,SupO,208,"83,801.00","83,801.00",07-04-2025,155
,19-05-2025,SupO,1580,"77,280.00","77,280.00",19-05-2025,113
,,,Total,"4,93,208.00","4,93,208.00",,
,,,,,,,
PENGVIN CERAMICS,03-05-2025,SupO,1058,"24,082.00","24,082.00",03-05-2025,129
,03-05-2025,SupO,1059,"24,700.00","24,700.00",03-05-2025,129
,04-05-2025,SupO,1084,"24,486.00","24,486.00",04-05-2025,128
,04-05-2025,SupO,1085,"24,140.00","24,140.00",04-05-2025,128
,04-05-2025,SupO,1095,"24,255.00","24,255.00",04-05-2025,128
,13-05-2025,SupO,1349,"19,635.00","19,635.00",13-05-2025,119
,14-05-2025,SupO,1378,"19,289.00","19,289.00",14-05-2025,118
,15-05-2025,SupO,1434,"24,486.00","24,486.00",15-05-2025,117
,16-05-2025,SupO,1460,"19,635.00","19,635.00",16-05-2025,116
,18-05-2025,SupO,1521,"23,966.00","23,966.00",18-05-2025,114
,18-05-2025,SupO,1542,"24,371.00","24,371.00",18-05-2025,114
,18-05-2025,SupO,1543,"24,255.00","24,255.00",18-05-2025,114
,19-05-2025,SupO,1546,"23,909.00","23,909.00",19-05-2025,113
,19-05-2025,SupO,1548,"24,428.00","24,428.00",19-05-2025,113
,19-05-2025,SupO,1582,"24,082.00","24,082.00",19-05-2025,113
,20-05-2025,SupO,1594,"23,966.00","23,966.00",20-05-2025,112
,20-05-2025,SupO,1612,"24,255.00","24,255.00",20-05-2025,112
,21-05-2025,SupO,1617,"24,371.00","24,371.00",21-05-2025,111
,21-05-2025,SupO,1637,"24,082.00","24,082.00",21-05-2025,111
,21-05-2025,SupO,1658,"24,197.00","24,197.00",21-05-2025,111
,22-05-2025,SupO,1660,"24,659.00","24,659.00",22-05-2025,110
,23-05-2025,SupO,1663,"24,371.00","24,371.00",23-05-2025,109
,23-05-2025,SupO,1665,"23,966.00","23,966.00",23-05-2025,109
,23-05-2025,SupO,1669,"24,371.00","24,371.00",23-05-2025,109
,24-05-2025,SupO,1715,"24,255.00","24,255.00",24-05-2025,108
,24-05-2025,SupO,1716,"24,082.00","24,082.00",24-05-2025,108
,25-05-2025,SupO,1747,"24,371.00","24,371.00",25-05-2025,107
,25-05-2025,SupO,1763,"24,082.00","24,082.00",25-05-2025,107
,26-05-2025,SupO,1783,"24,255.00","24,255.00",26-05-2025,106
,26-05-2025,SupO,1784,"24,255.00","24,255.00",26-05-2025,106
,27-05-2025,SupO,1814,"24,082.00","24,082.00",27-05-2025,105
,27-05-2025,SupO,1815,"24,371.00","24,371.00",27-05-2025,105
,28-05-2025,SupO,1854,"24,255.00","24,255.00",28-05-2025,104
,02-06-2025,SupO,1988,"24,371.00","24,371.00",02-06-2025,99
,02-06-2025,SupO,1997,"24,197.00","24,197.00",02-06-2025,99
,03-06-2025,SupO,2018,"24,659.00","24,659.00",03-06-2025,98
,08-06-2025,SupO,2173,"24,544.00","24,544.00",08-06-2025,93
,11-06-2025,SupO,2267,"23,909.00","23,909.00",11-06-2025,90
,15-06-2025,SupO,2390,"24,197.00","24,197.00",15-06-2025,86
,15-06-2025,SupO,2414,"24,648.00","24,648.00",15-06-2025,86
,16-06-2025,SupO,2426,"24,659.00","24,659.00",16-06-2025,85
,18-06-2025,SupO,2475,"20,559.00","20,559.00",18-06-2025,83
,18-06-2025,SupO,2476,"24,082.00","24,082.00",18-06-2025,83
,27-06-2025,SupO,2693,"23,909.00","23,909.00",27-06-2025,74
,27-06-2025,SupO,2719,"19,924.00","19,924.00",27-06-2025,74
,03-07-2025,SupO,2918,"20,501.00","20,501.00",03-07-2025,68
,04-07-2025,SupO,2938,"24,082.00","24,082.00",04-07-2025,67
,05-07-2025,SupO,2996,"24,197.00","24,197.00",05-07-2025,66
,08-07-2025,SupO,3115,"24,775.00","24,775.00",08-07-2025,63
,08-07-2025,SupO,3124,"24,544.00","24,544.00",08-07-2025,63
,10-07-2025,SupO,3162,"24,486.00","24,486.00",10-07-2025,61
,,,Total,"12,12,208.00","12,12,208.00",,
,,,,,,,
PRIYA CERAMICS,27-04-2025,SupO,841,"42,441.00","42,441.00",27-04-2025,135
,,,Total,"42,441.00","42,441.00",,
,,,,,,,
RAMEST CERAMIC LLP,14-06-2025,SupO,2370,"32,620.00","32,620.00",14-06-2025,87
,17-06-2025,SupO,2460,"33,011.00","33,011.00",17-06-2025,84
,,,Total,"65,631.00","65,631.00",,
,,,,,,,
RAMOJI GRANITE PVT.LTD.,04-04-2025,SupO,130,"34,860.00","12,845.00",04-04-2025,158
,27-05-2025,SupO,1812,"35,196.00","35,196.00",27-05-2025,105
,28-05-2025,SupO,1830,"35,700.00","35,700.00",28-05-2025,104
,29-05-2025,SupO,1887,"35,028.00","35,028.00",29-05-2025,103
,02-06-2025,SupO,2011,"29,400.00","29,400.00",02-06-2025,99
,05-06-2025,SupO,2093,"34,860.00","34,860.00",05-06-2025,96
,07-06-2025,SupO,2152,"36,708.00","36,708.00",07-06-2025,94
,08-06-2025,SupO,2174,"35,608.00","35,608.00",08-06-2025,93
,,,Total,"2,77,360.00","2,55,345.00",,
,,,,,,,
"Real Ceramics Pvt.Ltd.,",26-08-2020,OpBl,1181,"26,550.00","26,550.00",26-08-2020,1840
,01-09-2020,OpBl,1235,"26,536.00","26,536.00",01-09-2020,1834
,04-09-2020,OpBl,1282,"21,909.00","21,909.00",04-09-2020,1831
,,,Total,"74,995.00","74,995.00",,
,,,,,,,
REAL GRANITO PVT LTD,24-12-2020,OpBl,3013,"26,930.00","26,930.00",24-12-2020,1720
,,,"Org. Amt. 46,463.00",,,,
,25-12-2020,OpBl,3032,"55,965.00","55,965.00",25-12-2020,1719
,29-12-2020,OpBl,3116,"35,252.00","35,252.00",29-12-2020,1715
,31-12-2020,OpBl,3164,"46,266.00","46,266.00",31-12-2020,1713
,02-01-2021,OpBl,3204,"41,995.00","41,995.00",02-01-2021,1711
,06-01-2021,OpBl,3265,"34,474.00","34,474.00",06-01-2021,1707
,07-01-2021,OpBl,3286,"39,421.00","39,421.00",07-01-2021,1706
,08-01-2021,OpBl,3296,"41,955.00","41,955.00",08-01-2021,1705
,08-01-2021,OpBl,3300,"42,085.00","42,085.00",08-01-2021,1705
,16-01-2021,OpBl,3448,"55,244.00","55,244.00",16-01-2021,1697
,22-01-2021,OpBl,3542,"35,442.00","35,442.00",22-01-2021,1691
,27-01-2021,OpBl,3626,"56,149.00","56,149.00",27-01-2021,1686
,28-01-2021,OpBl,3641,"45,479.00","45,479.00",28-01-2021,1685
,29-01-2021,OpBl,3652,"56,149.00","56,149.00",29-01-2021,1684
,03-02-2021,OpBl,3735,"45,386.00","45,386.00",03-02-2021,1679
,04-02-2021,OpBl,3758,"35,402.00","35,402.00",04-02-2021,1678
,05-02-2021,OpBl,3772,"42,134.00","42,134.00",05-02-2021,1677
,06-02-2021,OpBl,3787,"46,095.00","46,095.00",06-02-2021,1676
,06-02-2021,OpBl,3790,"42,145.00","42,145.00",06-02-2021,1676
,12-02-2021,OpBl,3874,"55,204.00","55,204.00",12-02-2021,1670
,16-02-2021,OpBl,3922,"56,359.00","56,359.00",16-02-2021,1666
,17-02-2021,OpBl,3933,"55,847.00","55,847.00",17-02-2021,1665
,17-02-2021,OpBl,3937,"34,853.00","34,853.00",17-02-2021,1665
,18-02-2021,OpBl,3955,"34,073.00","34,073.00",18-02-2021,1664
,19-02-2021,OpBl,3975,"45,452.00","45,452.00",19-02-2021,1663
,19-02-2021,OpBl,3981,"45,623.00","45,623.00",19-02-2021,1663
,19-02-2021,OpBl,3984,"41,726.00","41,726.00",19-02-2021,1663
,21-02-2021,OpBl,4020,"41,686.00","41,686.00",21-02-2021,1661
,21-02-2021,OpBl,4022,"41,965.00","41,965.00",21-02-2021,1661
,23-03-2021,OpBl,4509,"41,995.00","41,995.00",23-03-2021,1631
,24-03-2021,OpBl,4529,"35,482.00","35,482.00",24-03-2021,1630
,24-03-2021,OpBl,4532,"41,915.00","41,915.00",24-03-2021,1630
,09-04-2021,OpBl,160,"33,507.00","33,507.00",09-04-2021,1614
,09-04-2021,OpBl,161,"34,624.00","34,624.00",09-04-2021,1614
,10-04-2021,OpBl,181,"42,065.00","42,065.00",10-04-2021,1613
,12-04-2021,OpBl,221,"40,798.00","40,798.00",12-04-2021,1611
,23-04-2021,OpBl,374,"35,621.00","35,621.00",23-04-2021,1600
,23-04-2021,OpBl,376,"42,733.00","42,733.00",23-04-2021,1600
,13-05-2021,OpBl,707,"34,932.00","34,932.00",13-05-2021,1580
,16-05-2021,OpBl,732,"42,045.00","42,045.00",16-05-2021,1577
,15-11-2021,OpBl,3738,"42,234.00","42,234.00",15-11-2021,1394
,17-04-2023,OpBl,315,"24,082.00","24,082.00",17-04-2023,876
,25-04-2023,OpBl,422,"23,793.00","23,793.00",25-04-2023,868
,,,Total,"17,92,582.00","17,92,582.00",,
,,,,,,,
REXSONA TILES PVT. LTD.,03-01-2018,OpBl,4110,"29,119.00","29,119.00",03-01-2018,2806
,,,"Org. Amt. 29,616.00",,,,
,03-01-2018,OpBl,4111,"29,417.00","29,417.00",03-01-2018,2806
,05-01-2018,OpBl,4149,"29,816.00","29,816.00",05-01-2018,2804
,06-01-2018,OpBl,4162,"28,868.00","28,868.00",06-01-2018,2803
,06-01-2018,OpBl,4166,"34,584.00","34,584.00",06-01-2018,2803
,07-01-2018,OpBl,4190,"28,599.00","28,599.00",07-01-2018,2802
,08-01-2018,OpBl,4228,"30,005.00","30,005.00",08-01-2018,2801
,11-01-2018,OpBl,4289,"29,426.00","29,426.00",11-01-2018,2798
,11-01-2018,OpBl,4290,"29,616.00","29,616.00",11-01-2018,2798
,12-01-2018,OpBl,4310,"29,736.00","29,736.00",12-01-2018,2797
,13-01-2018,OpBl,4336,"34,474.00","34,474.00",13-01-2018,2796
,13-01-2018,OpBl,4337,"29,517.00","29,517.00",13-01-2018,2796
,15-01-2018,OpBl,4374,"35,611.00","35,611.00",15-01-2018,2794
,17-01-2018,OpBl,4425,"29,796.00","29,796.00",17-01-2018,2792
,19-01-2018,OpBl,4456,"28,828.00","28,828.00",19-01-2018,2790
,20-01-2018,OpBl,4503,"35,402.00","35,402.00",20-01-2018,2789
,,,Total,"4,92,814.00","4,92,814.00",,
,,,,,,,
Rich Vitrified Pvt.Ltd.,01-07-2025,SupO,2840,"31,307.00","12,300.00",01-07-2025,70
,02-07-2025,SupO,2858,"26,298.00","26,298.00",02-07-2025,69
,03-07-2025,SupO,2894,"30,781.00","30,781.00",03-07-2025,68
,04-07-2025,SupO,2960,"31,276.00","31,276.00",04-07-2025,67
,05-07-2025,SupO,2971,"31,307.00","31,307.00",05-07-2025,66
,07-07-2025,SupO,3045,"25,676.00","25,676.00",07-07-2025,64
,09-07-2025,SupO,3132,"31,524.00","31,524.00",09-07-2025,62
,10-07-2025,SupO,3166,"30,480.00","30,480.00",10-07-2025,61
,,,Total,"2,38,649.00","2,19,642.00",,
,,,,,,,
ROCK GRANITO LLP,18-03-2025,OpBl,7008,"38,496.00",1,18-03-2025,175
,04-04-2025,SupO,146,"38,771.00","38,771.00",04-04-2025,158
,05-04-2025,SupO,167,"32,616.00","32,616.00",05-04-2025,157
,08-04-2025,SupO,227,"38,129.00","38,129.00",08-04-2025,154
,09-04-2025,SupO,257,"32,616.00","32,616.00",09-04-2025,153
,10-04-2025,SupO,309,"38,588.00","38,588.00",10-04-2025,152
,11-04-2025,SupO,312,"38,864.00","38,864.00",11-04-2025,151
,11-04-2025,SupO,331,"38,404.00","38,404.00",11-04-2025,151
,16-04-2025,SupO,460,"32,616.00","32,616.00",16-04-2025,146
,16-04-2025,SupO,473,"38,404.00","38,404.00",16-04-2025,146
,18-04-2025,SupO,533,"32,156.00","32,156.00",18-04-2025,144
,20-04-2025,SupO,600,"39,415.00","39,415.00",20-04-2025,142
,21-04-2025,SupO,640,"38,220.00","38,220.00",21-04-2025,141
,06-05-2025,SupO,1130,"37,899.00","37,899.00",06-05-2025,126
,07-05-2025,SupO,1178,"32,065.00","32,065.00",07-05-2025,125
,09-05-2025,SupO,1231,"31,982.00","31,982.00",09-05-2025,123
,10-05-2025,SupO,1278,"32,249.00","32,249.00",10-05-2025,122
,11-05-2025,SupO,1284,"37,210.00","37,210.00",11-05-2025,121
,13-05-2025,SupO,1370,"38,312.00","38,312.00",13-05-2025,119
,14-05-2025,SupO,1382,"39,415.00","39,415.00",14-05-2025,118
,17-05-2025,SupO,1494,"38,247.00","38,247.00",17-05-2025,115
,18-05-2025,SupO,1520,"39,047.00","39,047.00",18-05-2025,114
,19-05-2025,SupO,1574,"38,303.00","38,303.00",19-05-2025,113
,23-05-2025,SupO,1693,"32,524.00","32,524.00",23-05-2025,109
,26-05-2025,SupO,1792,"31,697.00","31,697.00",26-05-2025,106
,27-05-2025,SupO,1810,"38,588.00","38,588.00",27-05-2025,105
,28-05-2025,SupO,1821,"39,231.00","39,231.00",28-05-2025,104
,10-06-2025,SupO,2263,"32,166.00","32,166.00",10-06-2025,91
,22-06-2025,SupO,2594,"32,156.00","32,156.00",22-06-2025,79
,01-07-2025,SupO,2810,"32,166.00","32,166.00",01-07-2025,70
,04-07-2025,SupO,2961,"31,632.00","31,632.00",04-07-2025,67
,07-07-2025,SupO,3051,"32,432.00","32,432.00",07-07-2025,64
,09-07-2025,SupO,3128,"32,790.00","32,790.00",09-07-2025,62
,11-07-2025,SupO,3196,"38,110.00","38,110.00",11-07-2025,60
,,,Total,"12,15,516.00","11,77,021.00",,
,,,,,,,
Rollza Granito LLP,11-05-2025,SupO,1285,"25,959.00","5,280.00",11-05-2025,121
,13-05-2025,SupO,1361,"26,644.00","26,644.00",13-05-2025,119
,14-05-2025,SupO,1410,"26,644.00","26,644.00",14-05-2025,118
,15-05-2025,SupO,1423,"26,986.00","26,986.00",15-05-2025,117
,15-05-2025,SupO,1453,"31,440.00","31,440.00",15-05-2025,117
,17-05-2025,SupO,1489,"31,211.00","31,211.00",17-05-2025,115
,18-05-2025,SupO,1536,"31,745.00","31,745.00",18-05-2025,114
,19-05-2025,SupO,1576,"26,416.00","26,416.00",19-05-2025,113
,20-05-2025,SupO,1597,"31,897.00","31,897.00",20-05-2025,112
,21-05-2025,SupO,1623,"26,035.00","26,035.00",21-05-2025,111
,23-05-2025,SupO,1687,"31,965.00","31,965.00",23-05-2025,109
,24-05-2025,SupO,1740,"26,644.00","26,644.00",24-05-2025,108
,25-05-2025,SupO,1757,"26,264.00","26,264.00",25-05-2025,107
,27-05-2025,SupO,1802,"31,211.00","31,211.00",27-05-2025,105
,28-05-2025,SupO,1847,"26,644.00","26,644.00",28-05-2025,104
,30-05-2025,SupO,1903,"26,644.00","26,644.00",30-05-2025,102
,01-06-2025,SupO,1961,"31,745.00","31,745.00",01-06-2025,100
,02-06-2025,SupO,2009,"31,729.00","31,729.00",02-06-2025,99
,03-06-2025,SupO,2041,"26,264.00","26,264.00",03-06-2025,98
,04-06-2025,SupO,2053,"31,973.00","31,973.00",04-06-2025,97
,05-06-2025,SupO,2076,"26,660.00","26,660.00",05-06-2025,96
,07-06-2025,SupO,2124,"26,339.00","26,339.00",07-06-2025,94
,08-06-2025,SupO,2156,"26,956.00","26,956.00",08-06-2025,93
,09-06-2025,SupO,2204,"31,211.00","31,211.00",09-06-2025,92
,11-06-2025,SupO,2265,"31,440.00","31,440.00",11-06-2025,90
,12-06-2025,SupO,2302,"26,081.00","26,081.00",12-06-2025,89
,13-06-2025,SupO,2347,"32,019.00","32,019.00",13-06-2025,88
,15-06-2025,SupO,2381,"31,440.00","31,440.00",15-06-2025,86
,16-06-2025,SupO,2436,"27,177.00","27,177.00",16-06-2025,85
,17-06-2025,SupO,2449,"31,745.00","31,745.00",17-06-2025,84
,18-06-2025,SupO,2466,"31,897.00","31,897.00",18-06-2025,83
,21-06-2025,SupO,2553,"31,973.00","31,973.00",21-06-2025,80
,24-06-2025,SupO,2624,"26,035.00","26,035.00",24-06-2025,77
,26-06-2025,SupO,2670,"26,492.00","26,492.00",26-06-2025,75
,27-06-2025,SupO,2698,"31,790.00","31,790.00",27-06-2025,74
,30-06-2025,SupO,2789,"31,516.00","31,516.00",30-06-2025,71
,01-07-2025,SupO,2830,"31,592.00","31,592.00",01-07-2025,70
,02-07-2025,SupO,2859,"31,516.00","31,516.00",02-07-2025,69
,04-07-2025,SupO,2927,"26,194.00","26,194.00",04-07-2025,67
,05-07-2025,SupO,2997,"31,745.00","31,745.00",05-07-2025,66
,05-07-2025,SupO,2999,"26,301.00","26,301.00",05-07-2025,66
,07-07-2025,SupO,3056,"31,745.00","31,745.00",07-07-2025,64
,08-07-2025,SupO,3117,"31,973.00","31,973.00",08-07-2025,63
,10-07-2025,SupO,3160,"31,973.00","31,973.00",10-07-2025,61
,11-07-2025,SupO,3182,"26,796.00","26,796.00",11-07-2025,60
,,,Total,"13,16,666.00","12,95,987.00",,
,,,,,,,
ROLLZET GRANITO LLP,01-07-2025,SupO,2805,"31,364.00","31,364.00",01-07-2025,70
,02-07-2025,SupO,2851,"31,729.00","31,729.00",02-07-2025,69
,02-07-2025,SupO,2857,"31,440.00","31,440.00",02-07-2025,69
,04-07-2025,SupO,2933,"31,790.00","31,790.00",04-07-2025,67
,04-07-2025,SupO,2934,"31,516.00","31,516.00",04-07-2025,67
,04-07-2025,SupO,2939,"32,125.00","32,125.00",04-07-2025,67
,05-07-2025,SupO,2989,"31,851.00","31,851.00",05-07-2025,66
,05-07-2025,SupO,2998,"32,642.00","32,642.00",05-07-2025,66
,06-07-2025,SupO,3030,"32,125.00","32,125.00",06-07-2025,65
,09-07-2025,SupO,3152,"25,883.00","25,883.00",09-07-2025,62
,10-07-2025,SupO,3165,"30,755.00","30,755.00",10-07-2025,61
,,,Total,"3,43,220.00","3,43,220.00",,
,,,,,,,
SARJU VITRIFIED PVT. LTD.,26-04-2025,SupO,792,"32,690.00",655,26-04-2025,136
,21-05-2025,SupO,1615,"32,445.00","32,445.00",21-05-2025,111
,23-05-2025,SupO,1699,"33,705.00","33,705.00",23-05-2025,109
,09-06-2025,SupO,2196,"27,578.00","27,578.00",09-06-2025,92
,11-06-2025,SupO,2266,"33,075.00","33,075.00",11-06-2025,90
,15-06-2025,SupO,2388,"32,524.00","32,524.00",15-06-2025,86
,17-06-2025,SupO,2456,"32,996.00","32,996.00",17-06-2025,84
,18-06-2025,SupO,2463,"33,233.00","33,233.00",18-06-2025,83
,21-06-2025,SupO,2562,"32,918.00","32,918.00",21-06-2025,80
,24-06-2025,SupO,2625,"28,114.00","28,114.00",24-06-2025,77
,26-06-2025,SupO,2668,"32,839.00","32,839.00",26-06-2025,75
